year,settlement,month_start,month_end,credit_item,loan_count,amount_rubles,loan_details
1912,Gimoretskoye,4,6,FarmTools,2,10,1 железная борона и колеса к телеге
1912,Gimoretskoye,4,6,CraftTools,2,15,рыболовные сетки
1912,Gimoretskoye,4,6,Livestock,2,45,покупка коровы и приб.(?) для лошади
1912,Gimoretskoye,4,6,GoodsForSale,3,55,на торговлю рыбой и галантирейной мел.
1912,Gimoretskoye,4,6,AnimalFeed,1,5,на прокорм земскому жеребцу для случек
1912,Gimoretskoye,4,6,Migration,16,205,
1912,Gimoretskoye,4,6,DebtRepayment,1,15,
1912,Gimoretskoye,4,6,PersonalExpenses,1,10,"газеты, книги, журналы"
1912,Megregskoye,7,9,Housing,3,80,на достройку домов
1912,Megregskoye,7,9,FarmTools,1,25,на покупку материала для кабриолета
1912,Megregskoye,7,9,Livestock,2,70,на покупку лошади и мелкого рогатого скота
1912,Megregskoye,7,9,LaborFuel,16,250,на наем рабочих на сенокос
1912,Megregskoye,4,6,FarmBuildings,9,355,на потстройку двора и сараев 
1912,Megregskoye,4,6,Housing,20,785,на постройку и реморт домов
1912,Megregskoye,4,6,FarmTools,18,375,на покупку и ремонт телег
1912,Megregskoye,4,6,CraftTools,2,30,на покупку столярных и кузнечных принадлежн.
1912,Megregskoye,4,6,Livestock,14,565,на покупку лошадей и коров
1912,Megregskoye,4,6,Seeds,37,639,на покупк семян овса
1912,Megregskoye,4,6,LaborFuel,5,89,на наем рабочих на сенокос
1912,Megregskoye,4,6,GoodsForSale,1,75,на покупку овса
1912,Megregskoye,10,12,FarmBuildings,9,332,на постройку сараев и риги
1912,Megregskoye,10,12,Housing,3,70,на достройку домов
1912,Megregskoye,10,12,FarmTools,13,136,на покупку телег и саней
1912,Megregskoye,10,12,Livestock,56,1840,на покупку лошадей и коров 
1912,Megregskoye,10,12,CraftMaterials,2,50,на покупку кожи
1912,Megregskoye,10,12,GoodsForSale,1,75,на покупку разного товара для мелочной лавки
1912,Megregskoye,10,12,AnimalFeed,2,81,на покупку сена и овса
1912,Shalskoye,1,3,Housing,21,503,
1912,Shalskoye,1,3,CraftTools,16,739,покупка и починка рыболовных снастей
1912,Shalskoye,1,3,Livestock,11,249,
1912,Shalskoye,1,3,Seeds,59,1151,
1912,Shalskoye,1,3,AnimalFeed,27,298,
1912,Shalskoye,1,3,DebtRepayment,6,216,
1912,Shalskoye,1,3,PersonalExpenses,16,298,
1912,Shalskoye,7,9,Housing,14,517,
1912,Shalskoye,7,9,CraftTools,2,300,на покупку рыбных снастей
1912,Shalskoye,7,9,Livestock,9,241,
1912,Shalskoye,7,9,Seeds,31,428,
1912,Shalskoye,7,9,LaborFuel,5,61,уборка хлеба
1912,Shalskoye,7,9,GoodsForSale,30,3252,приобретение муки для членов
1912,Shalskoye,7,9,DebtRepayment,1,75,
1912,Shalskoye,7,9,PersonalExpenses,6,251,"вопитание детей, одежда "
1912,Shalskoye,10,12,Housing,41,876,
1912,Shalskoye,10,12,CraftTools,4,220,рыболовные снасти
1912,Shalskoye,10,12,Livestock,40,852,
1912,Shalskoye,10,12,Seeds,4,75,
1912,Shalskoye,10,12,AnimalFeed,25,260,
1912,Shalskoye,10,12,PersonalExpenses,16,380,
1912,Shalskoye,4,6,Housing,21,507,постройки и ремонт
1912,Shalskoye,4,6,CraftTools,6,249,покупка и ремонт рыболовных снастей
1912,Shalskoye,4,6,Livestock,3,75,
1912,Shalskoye,4,6,Seeds,12,299,
1912,Shalskoye,4,6,AnimalFeed,6,44,
1912,Shalskoye,4,6,PersonalExpenses,16,249,"уплата податей, свадьба, одежда"
1912,Tipinitskoye,4,6,FarmBuildings,2,90,постройка соймы
1912,Tipinitskoye,4,6,Housing,4,110,
1912,Tipinitskoye,4,6,Seeds,1,10,
1912,Tipinitskoye,4,6,GoodsForSale,8,555,
1912,Tipinitskoye,4,6,PersonalExpenses,48,838,
1912,Tipinitskoye,7,9,Housing,3,80,на покупку домов
1912,Tipinitskoye,7,9,Livestock,3,180,на покупку лошади и коров
1912,Tipinitskoye,7,9,GoodsForSale,50,2762,"коров, быков, разного сорта рыбы"
1912,Tipinitskoye,7,9,PersonalExpenses,32,530,на покупку хлеба
1912,Tulomozero,7,9,FarmBuildings,1,40,
1912,Tulomozero,7,9,Housing,1,16,
1912,Tulomozero,7,9,Livestock,4,90,
1912,Tulomozero,7,9,Seeds,4,40,
1912,Tulomozero,7,9,LaborFuel,8,97,
1912,Tulomozero,7,9,GoodsForSale,1,20,
1912,Tulomozero,7,9,PersonalExpenses,3,35,
1912,Tulomozero,5,6,FarmBuildings,4,70,
1912,Tulomozero,5,6,Housing,14,367,
1912,Tulomozero,5,6,FarmTools,12,255,
1912,Tulomozero,5,6,Livestock,3,160,
1912,Tulomozero,5,6,Rent,2,30,
1912,Tulomozero,5,6,Seeds,22,474,
1912,Tulomozero,5,6,LaborFuel,8,90,
1912,Tulomozero,5,6,GoodsForSale,1,15,
1912,Tulomozero,5,6,DebtRepayment,4,51,
1912,Tulomozero,5,6,PersonalExpenses,68,860,все ссуды на продовольствие
1912,Tulomozero,10,12,FarmBuildings,6,190,
1912,Tulomozero,10,12,Housing,7,185,
1912,Tulomozero,10,12,FarmTools,1,50,на покупку экипажей
1912,Tulomozero,10,12,Livestock,6,185,
1912,Tulomozero,10,12,DebtRepayment,6,146,
1912,Tulomozero,10,12,PersonalExpenses,8,141,
1913,Megregskoye,4,6,Housing,28,1630,на постройку домов и сараев
1913,Megregskoye,4,6,FarmTools,18,300,на покупку телег
1913,Megregskoye,4,6,Livestock,39,2478,на покупку лошадей и коров
1913,Megregskoye,4,6,Seeds,73,771,на покупку овса
1913,Megregskoye,7,9,FarmBuildings,3,125,на ремонт мельницы
1913,Megregskoye,7,9,Housing,6,210,постройка домов и сараев
1913,Megregskoye,7,9,LandImprovement,16,260,на уборку сена
1913,Megregskoye,7,9,FarmTools,1,50,на покупку машины
1913,Megregskoye,7,9,CraftTools,1,50,на покупку столярных инструментов
1913,Megregskoye,7,9,Livestock,14,515,покупка лошадей и коров
1913,Megregskoye,7,9,Seeds,10,193,покупка семян
1913,Megregskoye,7,9,CraftMaterials,1,50,покупка кожи
1913,Megregskoye,7,9,GoodsForSale,1,150,на товары
1913,Megregskoye,7,9,Migration,1,10,на дорогу
1913,Megregskoye,1,3,Housing,1,10,на постройку дома
1913,Megregskoye,1,3,FarmTools,1,5,на покупку саней
1913,Megregskoye,1,3,Livestock,8,330,на покупку лошадей и коров
1913,Megregskoye,10,12,Housing,31,1061,на ремонт строений и домов
1913,Megregskoye,10,12,Livestock,19,907,на покупку лошадей и коров
1913,Megregskoye,10,12,GoodsForSale,5,41,на покупку дровней саней
1913,Tulomozero,1,3,FarmBuildings,7,176,
1913,Tulomozero,1,3,Housing,18,540,
1913,Tulomozero,1,3,FarmTools,5,145,
1913,Tulomozero,1,3,Livestock,24,760,
1913,Tulomozero,1,3,Seeds,25,416,
1913,Tulomozero,1,3,LaborFuel,2,90,
1913,Tulomozero,1,3,GoodsForSale,3,50,
1913,Tulomozero,1,3,AnimalFeed,5,96,
1913,Tulomozero,1,3,DebtRepayment,6,80,
1913,Tulomozero,1,3,PersonalExpenses,14,265,
1913,Tulomozero,7,9,FarmBuildings,10,159,
1913,Tulomozero,7,9,Housing,16,333,
1913,Tulomozero,7,9,LandImprovement,1,75,на осушку пожень
1913,Tulomozero,7,9,FarmTools,3,70,На покупку плуга 1 с. на 10 руб.; на покупку экипажа 2 с. по 60 руб.
1913,Tulomozero,7,9,Livestock,13,345,
1913,Tulomozero,7,9,Rent,6,100,
1913,Tulomozero,7,9,Seeds,5,80,
1913,Tulomozero,7,9,CraftMaterials,1,50,на покупку брёвен
1913,Tulomozero,7,9,LaborFuel,12,190,
1913,Tulomozero,7,9,Migration,1,30,
1913,Tulomozero,7,9,PersonalExpenses,8,111,продовольствие 6 с. на 71 руб.; покупка обуви - 2 с. на 40 руб.
1913,Tulomozero,4,6,FarmBuildings,9,160,
1913,Tulomozero,4,6,Housing,15,320,
1913,Tulomozero,4,6,LandImprovement,1,20,устройство огорода
1913,Tulomozero,4,6,FarmTools,8,215,
1913,Tulomozero,4,6,Livestock,12,315,
1913,Tulomozero,4,6,Rent,5,90,аренда земли и пожень
1913,Tulomozero,4,6,Seeds,67,1063,
1913,Tulomozero,4,6,CraftMaterials,2,45,покупка дерева
1913,Tulomozero,4,6,LaborFuel,18,275,наем рабочих
1913,Tulomozero,4,6,GoodsForSale,1,15,
1913,Tulomozero,4,6,DebtRepayment,3,35,
1913,Tulomozero,4,6,PersonalExpenses,27,351,"продовольствие 23 ссуды на 246 руб.; покупка мебели - 1 с. на 60 руб., покупка пальто - 1 с. на 25 р., покупка обуви и одежды - 2 с. на 20 руб."
1915,Gimoretskoye,10,12,LandPurchase,1,60,покупка земли у своих односельчан
1915,Gimoretskoye,10,12,FarmBuildings,44,1938,"постройка и ремонт сараев, амбаров, бань, гумен"
1915,Gimoretskoye,10,12,Housing,41,1545,постройка и ремонт домов и печей и крыш
1915,Gimoretskoye,10,12,LandImprovement,2,110,расчистка пожень
1915,Gimoretskoye,10,12,FarmTools,12,383,покупка саней и телег
1915,Gimoretskoye,10,12,CraftTools,2,90,швейная машина и пильный станок
1915,Gimoretskoye,10,12,Livestock,53,2957,покупка и перемена коров и лошадей
1915,Gimoretskoye,10,12,CraftMaterials,7,355,покупка рыболовных сеток
1915,Gimoretskoye,10,12,LaborFuel,1,35,заготовка дров
1915,Gimoretskoye,10,12,AnimalFeed,4,125,сено и солома
1915,Gimoretskoye,10,12,Migration,1,25,
1915,Gimoretskoye,10,12,DebtRepayment,1,35,
1915,Gimoretskoye,10,12,PersonalExpenses,13,345,"обувь, одежда, воспитание детей"
1915,Gimoretskoye,7,9,FarmBuildings,3,130,ремонт мельницы и постройка сараев
1915,Gimoretskoye,7,9,Housing,7,225,ремент и постройка домов и печей
1915,Gimoretskoye,7,9,LandImprovement,1,20,яблоневых деревьев и ягодные кусты
1915,Gimoretskoye,7,9,CraftTools,9,345,покупка и перемена лошадей и коров
1915,Gimoretskoye,7,9,CraftMaterials,3,245,рыболовные сети; заготовка дров для риг; стекло
1915,Gimoretskoye,7,9,LaborFuel,4,155,наем рабочих для сенокоса
1915,Gimoretskoye,7,9,AnimalFeed,1,35,покупка жмыхов
1915,Gimoretskoye,7,9,PersonalExpenses,3,45,покупка обуви
1915,Gimoretskoye,1,3,LandPurchase,5,127,покупка земли и разработка
1915,Gimoretskoye,1,3,FarmBuildings,65,1839,"новые сараи, амбары, гумна и ремонт"
1915,Gimoretskoye,1,3,Housing,60,1982,"постройка и ремонт домов и печей, крыш"
1915,Gimoretskoye,1,3,FarmTools,21,576,"телеги, сани, сбруя"
1915,Gimoretskoye,1,3,Livestock,14,620,перемен лошадей и покупка жеребя и коров
1915,Gimoretskoye,1,3,Seeds,1,12,покупка семян клевера
1915,Gimoretskoye,1,3,CraftMaterials,3,136,заготовка корня для смолы и руболовных снастей
1915,Gimoretskoye,1,3,GoodsForSale,1,25,на покупку порожних мешков
1915,Gimoretskoye,1,3,AnimalFeed,39,732,"покупка кормов, сена и соломы"
1915,Gimoretskoye,1,3,Migration,28,505,на уход в заработки
1915,Gimoretskoye,1,3,PersonalExpenses,11,210,"ржаная мука, свадьбы, обувь, одежда"
1915,Gimoretskoye,4,6,LandPurchase,1,200,покупка земли у своих односельчан
1915,Gimoretskoye,4,6,FarmBuildings,4,92,постройка и ремонт сараев и амбаров
1915,Gimoretskoye,4,6,Housing,7,270,ремонт крыш и постройка домов
1915,Gimoretskoye,4,6,LandImprovement,3,98,копка канав у полос
1915,Gimoretskoye,4,6,FarmTools,2,30,телеги и ремонт их
1915,Gimoretskoye,4,6,Livestock,3,110,перемен и покупка лошадей и коров
1915,Gimoretskoye,4,6,Seeds,3,140,покупка овса для посева
1915,Gimoretskoye,4,6,CraftMaterials,2,55,рыболовные сети и лотки
1915,Gimoretskoye,4,6,AnimalFeed,5,80,покупка сена и соломы
1915,Gimoretskoye,4,6,Migration,11,138,уход в бурлаки
1915,Gimoretskoye,4,6,PersonalExpenses,6,265,"обувь, свадьбу и ржаную муку"
1915,Ivinskoye,7,9,FarmBuildings,5,470,
1915,Ivinskoye,7,9,Housing,5,250,
1915,Ivinskoye,7,9,LandImprovement,10,530,
1915,Ivinskoye,7,9,Livestock,2,90,
1915,Ivinskoye,7,9,LaborFuel,4,165,
1915,Ivinskoye,7,9,Migration,9,240,
1915,Ivinskoye,7,9,PersonalExpenses,2,115,
1915,Ivinskoye,1,3,FarmBuildings,5,465,
1915,Ivinskoye,1,3,Housing,7,395,
1915,Ivinskoye,1,3,LandImprovement,6,340,
1915,Ivinskoye,1,3,Livestock,13,600,
1915,Ivinskoye,1,3,CraftMaterials,1,20,
1915,Ivinskoye,1,3,LaborFuel,1,10,
1915,Ivinskoye,1,3,AnimalFeed,15,440,
1915,Ivinskoye,1,3,Migration,3,110,
1915,Ivinskoye,1,3,PersonalExpenses,6,121,
1915,Ivinskoye,10,12,FarmBuildings,9,400,
1915,Ivinskoye,10,12,Housing,10,680,
1915,Ivinskoye,10,12,LandImprovement,5,410,
1915,Ivinskoye,10,12,Livestock,11,530,
1915,Ivinskoye,10,12,CraftMaterials,1,20,
1915,Ivinskoye,10,12,AnimalFeed,1,50,
1915,Ivinskoye,10,12,Migration,2,65,
1915,Ivinskoye,10,12,DebtRepayment,1,35,
1915,Ivinskoye,10,12,PersonalExpenses,8,165,
1915,Ivinskoye,4,6,FarmBuildings,4,175,
1915,Ivinskoye,4,6,Housing,9,370,
1915,Ivinskoye,4,6,LandImprovement,6,240,
1915,Ivinskoye,4,6,Livestock,1,50,
1915,Ivinskoye,4,6,AnimalFeed,3,83,
1915,Ivinskoye,4,6,Migration,5,100,
1915,Ivinskoye,4,6,PersonalExpenses,9,250,
1915,Kuzaranda,6,6,FarmBuildings,1,15,на ремонт сарая
1915,Kuzaranda,6,6,CraftMaterials,1,15,по покупку кожи
1915,Kuzaranda,6,6,LaborFuel,9,180,на сенокосе
1915,Kuzaranda,6,6,PersonalExpenses,28,378,1 с. на похороны 18 руб.; 1 с. на вопитан.детей 20 руб.; 26 с. на покупку ржаной муки 340 руб.
1915,Kuzaranda,12,12,Livestock,3,130,все выданы на покупку коров
1915,Kuzaranda,12,12,CraftMaterials,2,306,все выданы на покупку кожи
1915,Kuzaranda,12,12,AnimalFeed,1,20,на покупку сена
1915,Kuzaranda,12,12,PersonalExpenses,65,875,1 с. - на отопление 5 руб.; 1 с.-на свадьбу - 20 руб.; 1 с. на воспитание детей - 10 руб.; 62 с. на хлеб (муку) 840 руб.
1915,Kuzaranda,8,8,Housing,1,10,на ремонт дома
1915,Kuzaranda,8,8,Livestock,1,25,на покупку коровы
1915,Kuzaranda,8,8,Seeds,4,41,все на покупку семян
1915,Kuzaranda,8,8,CraftMaterials,6,575,на покупку кожи
1915,Kuzaranda,8,8,LaborFuel,19,231,на жнитьву
1915,Kuzaranda,8,8,Migration,2,8,на дорогу на заработки
1915,Kuzaranda,8,8,DebtRepayment,2,54,
1915,Kuzaranda,8,8,PersonalExpenses,6,66,все выданы на дорогу запасным и ратникам на войну
1915,Kuzaranda,3,3,FarmBuildings,2,50,на постройку сараев
1915,Kuzaranda,3,3,Housing,3,42,на ремонт домов
1915,Kuzaranda,3,3,Seeds,17,255,на покупку семян
1915,Kuzaranda,3,3,LaborFuel,1,5,наем пильщика
1915,Kuzaranda,3,3,AnimalFeed,15,178,на покупку сеня
1915,Kuzaranda,3,3,PersonalExpenses,35,400,первонач. Всего 22 ссуды. Из них 21 с. - на муку 244 р.; 1 с. на обувь 10 руб. 
1915,Kuzaranda,5,5,Livestock,3,100,1 с. на покуп.коровы - 50 р.; 1 с. на пок. Лошади - 35 р.; 1 с. на покуп.телят 15 руб.
1915,Kuzaranda,5,5,Seeds,5,105,на покупку семян овса
1915,Kuzaranda,5,5,LaborFuel,3,40,все на пашню
1915,Kuzaranda,5,5,PersonalExpenses,36,790,на покупку ржаной муки
1915,Kuzaranda,7,7,LandPurchase,3,46,все на выкуп заложенных ранее пожень
1915,Kuzaranda,7,7,Housing,1,10,на ремонт домов
1915,Kuzaranda,7,7,Seeds,9,132,
1915,Kuzaranda,7,7,LaborFuel,41,613,все на наем сенокосцев
1915,Kuzaranda,7,7,Migration,1,5,на дорогу в Петрозаводск
1915,Kuzaranda,7,7,DebtRepayment,1,15,
1915,Kuzaranda,7,7,PersonalExpenses,15,209,1 с. на отправку сына в солдаты - 12 руб.; 1 с. - на свадьбу - 15 р.; 13 с. - на покупку хлеба - 182 руб.
1915,Kuzaranda,11,11,FarmBuildings,2,25,выдан на ремонт сараев
1915,Kuzaranda,11,11,Housing,2,30,выдан на ремонт жилых помещений
1915,Kuzaranda,11,11,Livestock,3,55,на покупку коров
1915,Kuzaranda,11,11,GoodsForSale,1,50,на покупку рыбы (к морю)
1915,Kuzaranda,11,11,AnimalFeed,23,313,на покупку сена и соломы
1915,Kuzaranda,11,11,Migration,1,15,на дорогу в Петрозаводск
1915,Kuzaranda,11,11,DebtRepayment,1,15,
1915,Kuzaranda,11,11,PersonalExpenses,16,159,8 с. на хлебную ржаную муку - 90 руб.; 1 с. на отопление - 10 р.; 7 с. на обувь - 59 руб.
1915,Kuzaranda,9,9,FarmBuildings,3,55,все выданы на постройку сарая
1915,Kuzaranda,9,9,Housing,1,15,на ремонт дома
1915,Kuzaranda,9,9,LandImprovement,3,85,все на улучшение угодий
1915,Kuzaranda,9,9,LaborFuel,6,78,все выданы на пашню
1915,Kuzaranda,9,9,GoodsForSale,2,110,на морскую езду
1915,Kuzaranda,9,9,Migration,2,30,на дорогу в Петрозаводск
1915,Kuzaranda,9,9,DebtRepayment,1,10,
1915,Kuzaranda,9,9,PersonalExpenses,5,61,2 с. на хлеб - 30 руб.; 2 с. на отпуск сына в солдаты - 20 руб.; 1 с. на обучение - 11 руб.
1915,Kuzaranda,1,1,FarmBuildings,4,38,на ремонт сараев
1915,Kuzaranda,1,1,Housing,1,20,на постройку дома
1915,Kuzaranda,1,1,FarmTools,1,10,на покупку сепаратора
1915,Kuzaranda,1,1,CraftMaterials,1,6,на покупку кожи
1915,Kuzaranda,1,1,LaborFuel,2,17,на наем помощников
1915,Kuzaranda,1,1,AnimalFeed,3,30,на покупку сена
1915,Kuzaranda,1,1,Migration,2,45,
1915,Kuzaranda,1,1,DebtRepayment,1,5,
1915,Kuzaranda,1,1,PersonalExpenses,18,145,3 с. - 31 р. на свадьбы; 1 с. - 17 р. на воспитание Детей; 14 с. - 97 р. на покупку хлеба
1915,Kuzaranda,4,4,FarmBuildings,4,75,1 с. - на постройку мельницы 20 руб.; 3 с. - на ремонт сарая 55 руб.
1915,Kuzaranda,4,4,Housing,2,80,на постройку домов
1915,Kuzaranda,4,4,Livestock,1,15,на покупку жеребенка
1915,Kuzaranda,4,4,Seeds,13,250,на семяна овса
1915,Kuzaranda,4,4,CraftMaterials,2,125,на покупку кожи
1915,Kuzaranda,4,4,LaborFuel,1,20,на наем работников
1915,Kuzaranda,4,4,AnimalFeed,6,118,на покупку сена
1915,Kuzaranda,4,4,DebtRepayment,1,5,
1915,Kuzaranda,4,4,PersonalExpenses,12,336,1 с. на воспитание детей 25 р.; 11 с. на покупку ржан.муки 111 р.
1915,Kuzaranda,2,2,Housing,1,15,на ремонт домов
1915,Kuzaranda,2,2,Seeds,2,25,покупка семян овса
1915,Kuzaranda,2,2,AnimalFeed,4,46,покупка сена и соломы
1915,Kuzaranda,2,2,DebtRepayment,1,15,
1915,Kuzaranda,2,2,PersonalExpenses,17,161,1 с. - на воспитание детей 32 р.; 16 с. на покупку хлеба 120 р.
1915,Kuzaranda,10,10,FarmBuildings,3,37,все выданы на ремонт мельниц
1915,Kuzaranda,10,10,Housing,8,200,все выданы на ремонт жилых помещ.
1915,Kuzaranda,10,10,Livestock,1,15,выданы на покупку коров
1915,Kuzaranda,10,10,CraftMaterials,3,55,на покупку кожи
1915,Kuzaranda,10,10,LaborFuel,1,10,на покупку дров
1915,Kuzaranda,10,10,GoodsForSale,3,300,на покупку рыбы (к морю)
1915,Kuzaranda,10,10,AnimalFeed,5,85,на покупку сена
1915,Kuzaranda,10,10,Migration,1,10,на дорогу в город
1915,Kuzaranda,10,10,PersonalExpenses,7,76,3 с. на обувь - 25 руб.; 2 с. на хлеб - 30 руб.; 1 с. на выписку журнала - 6 р.; 1 с. - ?? 15 руб.
1915,Ladvinskoye,4,6,FarmBuildings,7,340,
1915,Ladvinskoye,4,6,Housing,23,1035,
1915,Ladvinskoye,4,6,LandImprovement,2,140,
1915,Ladvinskoye,4,6,FarmTools,7,245,
1915,Ladvinskoye,4,6,Livestock,9,375,
1915,Ladvinskoye,4,6,Seeds,5,60,
1915,Ladvinskoye,4,6,CraftMaterials,6,390,
1915,Ladvinskoye,4,6,LaborFuel,11,365,
1915,Ladvinskoye,4,6,AnimalFeed,3,60,
1915,Ladvinskoye,4,6,Migration,3,51,
1915,Ladvinskoye,4,6,PersonalExpenses,10,179,
1915,Ladvinskoye,1,3,FarmBuildings,11,338,
1915,Ladvinskoye,1,3,Housing,19,695,
1915,Ladvinskoye,1,3,LandImprovement,1,15,
1915,Ladvinskoye,1,3,FarmTools,5,130,
1915,Ladvinskoye,1,3,CraftTools,5,185,
1915,Ladvinskoye,1,3,Livestock,16,725,
1915,Ladvinskoye,1,3,Seeds,3,95,
1915,Ladvinskoye,1,3,CraftMaterials,5,485,
1915,Ladvinskoye,1,3,LaborFuel,7,175,
1915,Ladvinskoye,1,3,GoodsForSale,2,150,закупка мешков и мяса для продажи
1915,Ladvinskoye,1,3,AnimalFeed,24,605,
1915,Ladvinskoye,1,3,Migration,4,110,
1915,Ladvinskoye,1,3,PersonalExpenses,20,391,2 ссуды на взнос платы за обучение детей 160 руб.
1915,Ladvinskoye,10,12,FarmBuildings,1,40,
1915,Ladvinskoye,10,12,Housing,3,85,
1915,Ladvinskoye,10,12,LandImprovement,4,450,
1915,Ladvinskoye,10,12,FarmTools,2,65,
1915,Ladvinskoye,10,12,Livestock,36,1885,
1915,Ladvinskoye,10,12,CraftMaterials,1,100,
1915,Ladvinskoye,10,12,LaborFuel,2,40,
1915,Ladvinskoye,10,12,AnimalFeed,3,330,
1915,Ladvinskoye,10,12,PersonalExpenses,21,396,1 ссуда в 100 руб. на обучение детей
1915,Tipinitskoye,7,9,Housing,11,345,на постройку новых домов и на ремонт старых
1915,Tipinitskoye,7,9,Livestock,8,182,на покупку лошадей и коров
1915,Tipinitskoye,7,9,Seeds,43,642,на покупку семян ржи
1915,Tipinitskoye,7,9,LaborFuel,8,150,на наем рабочих
1915,Tipinitskoye,7,9,GoodsForSale,17,1100,"на покупку скота для продажи мяса, на покупку масла, яиц"
1915,Tipinitskoye,7,9,PersonalExpenses,44,912,"на воспитание детей - 1; на свадьбу - 1; на одежду - 6; на личные расходы - 2, на хлеб - 34"
1915,Tipinitskoye,10,12,Housing,7,207,на покупку новых и на ремонт старых
1915,Tipinitskoye,10,12,Livestock,10,414,покупка коров и лошадей
1915,Tipinitskoye,10,12,Seeds,2,30,покупка овса для посева
1915,Tipinitskoye,10,12,GoodsForSale,28,1830,"на покупку скота для мяса; рыбы, масла, яиц"
1915,Tipinitskoye,10,12,AnimalFeed,7,117,на покупку сена
1915,Tipinitskoye,10,12,PersonalExpenses,33,580,продовольствие -10 с.; личные расходы - 8 с.; обувь и одежду - 15 с.
1915,Tipinitskoye,4,6,FarmBuildings,2,45,на постройку амбара и ремонт жилья
1915,Tipinitskoye,4,6,Livestock,2,60,на покупку лошади и коровы
1915,Tipinitskoye,4,6,Seeds,50,800,на покупку овса
1915,Tipinitskoye,4,6,GoodsForSale,4,380,"на покупку скота, масла, яиц и крупы для продажи"
1915,Tipinitskoye,4,6,AnimalFeed,32,716,на покупку сена и овса
1915,Tipinitskoye,4,6,PersonalExpenses,59,1027,53 на покупку хлеба; 1 на воспитание детей; 2 на свадьбу; 1 на похороны; 2 на одежду
1916,Gimoretskoye,10,12,FarmBuildings,12,492,на постройку и ремонт конюшен и сараев
1916,Gimoretskoye,10,12,Housing,18,940,на ремонт и постройку дома и печей
1916,Gimoretskoye,10,12,LandImprovement,2,105,на обработку земли
1916,Gimoretskoye,10,12,FarmTools,11,450,"на покупку телег, саней и проч."
1916,Gimoretskoye,10,12,Livestock,23,2020,на покупку лошадей и коров
1916,Gimoretskoye,10,12,CraftMaterials,3,180,наем рабочих
1916,Gimoretskoye,10,12,AnimalFeed,1,40,на покупку корма
1916,Gimoretskoye,10,12,PersonalExpenses,18,780,на обувь
1916,Gimoretskoye,4,6,FarmBuildings,1,25,постойка мастерской 
1916,Gimoretskoye,4,6,Housing,1,50,пилка теса
1916,Gimoretskoye,4,6,LandImprovement,3,95,улучшение земледелия и садоводства
1916,Gimoretskoye,4,6,FarmTools,3,60,покупка телег и колес
